timestamp,cwnd_client,cwnd_server,ssthresh_client,ssthresh_server,rwnd_client,rwnd_server,rtt_client,rtt_server,pacing_rate_client,pacing_rate_server,delivery_rate_client,delivery_rate_server,socket_tx_queue_client,socket_tx_queue_server,socket_rx_queue_client,socket_rx_queue_server,retrans_client,retrans_server,packets_out_client,packets_out_server
2025-11-19 03:20:53.187000036,3620.0,10.0,2504.0,0.0,14827520.0,12482248704.0,1.365,0.056,33700000000.000004,4139999999.999999,12980000000.0,0.0,0.0,4096.0,0.0,89260032.0,0,0,3330.0,0.0
2025-11-19 03:20:55.302999973,3968.0,10.0,2504.0,0.0,14827520.0,12482248704.0,3.035,0.056,18170000000.0,4139999999.999999,12670000000.0,0.0,68034560.0,0.0,0.0,77463552.0,0,0,3960.0,0.0
2025-11-19 03:20:57.392999887,3040.0,10.0,2886.0,0.0,14827520.0,12482248704.0,2.99,0.056,14130000000.0,4139999999.999999,11530000000.0,0.0,136069120.0,0.0,0.0,4010803200.0,0,0,3015.0,0.0
2025-11-19 03:20:59.483000040,4123.0,10.0,3091.0,0.0,14827520.0,12482248704.0,1.143,0.056,0.0,4139999999.999999,12700000000.0,0.0,0.0,0.0,0.0,14641004544.0,0,0,1530.0,0.0
2025-11-19 03:21:01.582999945,3313.0,10.0,2886.0,0.0,14827520.0,12482248704.0,0.567,0.056,0.0,4139999999.999999,18130000000.0,0.0,272138240.0,0.0,0.0,0.0,0,0,585.0,0.0
2025-11-19 03:21:03.688999891,2681.0,10.0,2393.0,0.0,14827520.0,12482248704.0,1.863,0.056,18990000000.0,4139999999.999999,11390000000.0,0.0,68034560.0,2048.0,0.0,53608448.0,0,0,2655.0,0.0
2025-11-19 03:21:05.779000044,3100.0,10.0,2393.0,0.0,14827520.0,12482248704.0,1.631,0.056,26410000000.0,4139999999.999999,10250000000.0,0.0,0.0,2048.0,0.0,89260032.0,0,0,3060.0,0.0
2025-11-19 03:21:07.878000021,3463.0,10.0,2393.0,0.0,14827520.0,12482248704.0,1.539,0.056,31260000000.0,4139999999.999999,14980000000.0,0.0,0.0,0.0,0.0,89260032.0,0,0,3420.0,0.0
2025-11-19 03:21:09.964999914,3783.0,10.0,2393.0,0.0,14827520.0,12482248704.0,3.058,0.056,17200000000.0,4139999999.999999,14350000000.0,0.0,199655424.0,0.0,0.0,89260032.0,0,0,3780.0,0.0
2025-11-19 03:21:12.055999994,3004.0,10.0,2782.0,0.0,14827520.0,12482248704.0,2.658,0.056,15120000000.0,4139999999.999999,11330000000.0,0.0,0.0,4096.0,0.0,89260032.0,0,0,2970.0,0.0
2025-11-19 03:21:14.161000013,3385.0,10.0,2782.0,0.0,14827520.0,12482248704.0,2.05,0.056,22950000000.0,4139999999.999999,15300000000.0,0.0,0.0,4096.0,0.0,178520064.0,0,0,3375.0,0.0
2025-11-19 03:21:16.247999907,3682.0,10.0,2782.0,0.0,14827520.0,12482248704.0,2.19,0.056,26420000000.0,4139999999.999999,17780000000.0,0.0,0.0,2048.0,0.0,89260032.0,0,0,2903.0,0.0
2025-11-19 03:21:18.359999895,2780.0,10.0,2728.0,0.0,14827520.0,12482248704.0,1.615,0.056,20550000000.0,4139999999.999999,17550000000.0,0.0,0.0,0.0,0.0,803340288.0,0,0,2745.0,0.0
2025-11-19 03:21:20.525000095,3065.0,10.0,2728.0,0.0,14827520.0,12482248704.0,2.453,0.056,13730000000.0,4139999999.999999,11920000000.0,0.0,272138240.0,0.0,0.0,13910474752.0,0,0,675.0,0.0
2025-11-19 03:21:22.628999949,2414.0,10.0,2239.0,0.0,14827520.0,12482248704.0,2.236,0.056,15010000000.0,4139999999.999999,11720000000.0,0.0,204103680.0,0.0,0.0,178520064.0,0,0,2385.0,0.0
2025-11-19 03:21:24.788000107,2700.0,10.0,2239.0,0.0,14827520.0,12482248704.0,0.826,0.056,22260000000.0,4139999999.999999,11580000000.0,0.0,272138240.0,0.0,0.0,0.0,0,0,1890.0,0.0
2025-11-19 03:21:26.903000116,3029.0,10.0,2239.0,0.0,14827520.0,12482248704.0,0.804,0.056,12320000000.0,4139999999.999999,12220000000.0,0.0,204103680.0,0.0,0.0,0.0,0,0,3029.0,0.0
2025-11-19 03:21:29.013999939,3360.0,10.0,2239.0,0.0,14827520.0,12482248704.0,7.557,0.056,0.0,4139999999.999999,1690000000.0,0.0,0.0,2048.0,0.0,89260032.0,0,0,405.0,0.0
2025-11-19 03:21:31.104000092,2019.0,10.0,1695.0,0.0,14827520.0,12482248704.0,1.15,0.056,24410000000.0,4139999999.999999,19690000000.0,0.0,136069120.0,2048.0,0.0,178520064.0,0,0,1800.0,0.0
2025-11-19 03:21:33.200999975,2489.0,10.0,1695.0,0.0,14827520.0,12482248704.0,2.07,0.056,16710000000.0,4139999999.999999,2820000000.0,0.0,0.0,0.0,0.0,13935968256.0,0,0,423.0,0.0
2025-11-19 03:21:35.302999973,2845.0,10.0,1695.0,0.0,14827520.0,12482248704.0,2.616,0.056,15120000000.0,4139999999.999999,11990000000.0,0.0,68034560.0,4096.0,0.0,89260032.0,0,0,2835.0,0.0
2025-11-19 03:21:37.397000074,3180.0,10.0,1695.0,0.0,14827520.0,12482248704.0,3.053,0.056,14480000000.0,4139999999.999999,11850000000.0,0.0,68034560.0,0.0,0.0,12898009088.0,0,0,3150.0,0.0
2025-11-19 03:21:39.490000010,3535.0,10.0,1695.0,0.0,14827520.0,12482248704.0,3.341,0.056,14710000000.0,4139999999.999999,12390000000.0,0.0,68034560.0,6144.0,0.0,89260032.0,0,0,3510.0,0.0
2025-11-19 03:21:41.599999905,3826.0,10.0,1695.0,0.0,14827520.0,12482248704.0,2.827,0.056,19120000000.0,4139999999.999999,14950000000.0,0.0,68034560.0,4096.0,0.0,1249640448.0,0,0,3825.0,0.0
2025-11-19 03:21:43.687999964,2953.0,10.0,2884.0,0.0,14827520.0,12482248704.0,1.912,0.056,21460000000.0,4139999999.999999,17680000000.0,0.0,136069120.0,0.0,0.0,0.0,0,0,2925.0,0.0
2025-11-19 03:21:45.795000076,3393.0,10.0,2884.0,0.0,14827520.0,12482248704.0,2.135,0.056,22090000000.0,4139999999.999999,12300000000.0,0.0,0.0,2048.0,0.0,0.0,0,0,3375.0,0.0
2025-11-19 03:21:47.881999969,3700.0,10.0,2884.0,0.0,14827520.0,12482248704.0,1.143,0.056,0.0,4139999999.999999,11350000000.0,0.0,204104704.0,0.0,0.0,0.0,0,0,1260.0,0.0
2025-11-19 03:21:49.973999977,2866.0,10.0,2660.0,0.0,14827520.0,12482248704.0,1.767,0.056,22680000000.0,4139999999.999999,18920000000.0,0.0,68034560.0,2048.0,0.0,1283325952.0,0,0,2835.0,0.0
2025-11-19 03:21:52.058000088,3263.0,10.0,2660.0,0.0,14827520.0,12482248704.0,2.086,0.056,21380000000.0,4139999999.999999,17079999999.999998,0.0,272138240.0,0.0,0.0,2707816448.0,0,0,2835.0,0.0
2025-11-19 03:21:54.256999969,3639.0,10.0,2660.0,0.0,14827520.0,12482248704.0,2.204,0.056,22950000000.0,4139999999.999999,18580000000.0,0.0,136069120.0,2048.0,0.0,6694502400.0,0,0,3600.0,0.0
2025-11-19 03:21:56.346999884,2909.0,10.0,2618.0,0.0,14827520.0,12482248704.0,2.029,0.056,19900000000.0,4139999999.999999,14930000000.0,0.0,136069120.0,0.0,0.0,2856321024.0,0,0,2882.0,0.0
2025-11-19 03:21:58.440999985,3231.0,10.0,2618.0,0.0,14827520.0,12482248704.0,2.043,0.056,21980000000.0,4139999999.999999,2500000000.0,0.0,272138240.0,0.0,0.0,446300160.0,0,0,1125.0,0.0
2025-11-19 03:22:00.532999992,3475.0,10.0,2618.0,0.0,14827520.0,12482248704.0,3.255,0.056,14840000000.0,4139999999.999999,11880000000.0,0.0,69345280.0,0.0,0.0,9729605632.0,0,0,3438.0,0.0
2025-11-19 03:22:02.694000006,1141.0,10.0,940.0,0.0,14827520.0,12482248704.0,0.677,0.056,23420000000.0,4139999999.999999,11770000000.0,0.0,0.0,2048.0,0.0,77463552.0,0,0,1125.0,0.0
2025-11-19 03:22:04.780999899,1866.0,10.0,940.0,0.0,14827520.0,12482248704.0,1.193,0.056,18530000000.0,4139999999.999999,13810000000.0,0.0,272138240.0,0.0,0.0,0.0,0,0,294.0,0.0
2025-11-19 03:22:06.875000000,2410.0,10.0,940.0,0.0,14827520.0,12482248704.0,0.859,0.056,0.0,4139999999.999999,12050000000.0,0.0,204103680.0,2048.0,0.0,2499280896.0,0,0,1440.0,0.0
2025-11-19 03:22:08.986000061,2874.0,10.0,940.0,0.0,14827520.0,12482248704.0,2.272,0.056,17050000000.0,4139999999.999999,13950000000.0,0.0,204103680.0,0.0,0.0,178520064.0,0,0,538.0,0.0
2025-11-19 03:22:11.072000027,3143.0,10.0,940.0,0.0,14827520.0,12482248704.0,1.578,0.056,27670000000.0,4139999999.999999,16190000000.000002,0.0,272138240.0,2048.0,0.0,89260032.0,0,0,1125.0,0.0
2025-11-19 03:22:13.184000015,3488.0,10.0,940.0,0.0,14827520.0,12482248704.0,1.221,0.056,0.0,4139999999.999999,14930000000.0,0.0,68034560.0,0.0,0.0,0.0,0,0,3465.0,0.0
2025-11-19 03:22:15.303999901,3796.0,10.0,940.0,0.0,14827520.0,12482248704.0,1.884,0.056,28160000000.0,4139999999.999999,20020000000.0,0.0,272138240.0,0.0,0.0,670564352.0,0,0,2835.0,0.0
2025-11-19 03:22:17.404999971,3014.0,10.0,2722.0,0.0,14827520.0,12482248704.0,2.171,0.056,19290000000.0,4139999999.999999,15740000000.0,0.0,136069120.0,2048.0,0.0,89260032.0,0,0,3005.0,0.0
2025-11-19 03:22:19.496999979,3361.0,10.0,2722.0,0.0,14827520.0,12482248704.0,2.61,0.056,17680000000.0,4139999999.999999,13160000000.0,0.0,0.0,0.0,0.0,89260032.0,0,0,3330.0,0.0
2025-11-19 03:22:21.588000059,3717.0,10.0,2722.0,0.0,14827520.0,12482248704.0,3.11,0.056,16700000000.0,4139999999.999999,13840000000.0,0.0,0.0,0.0,0.0,3213361152.0,0,0,3690.0,0.0
2025-11-19 03:22:23.680999994,2992.0,10.0,2648.0,0.0,14827520.0,12482248704.0,2.812,0.056,14790000000.0,4139999999.999999,12140000000.0,0.0,68034560.0,2048.0,0.0,0.0,0,0,2970.0,0.0
2025-11-19 03:22:25.769000053,3379.0,10.0,2648.0,0.0,14827520.0,12482248704.0,1.072,0.056,0.0,4139999999.999999,15980000000.0,0.0,107896832.0,0.0,0.0,0.0,0,0,3379.0,0.0
2025-11-19 03:22:27.861000061,2623.0,10.0,2553.0,0.0,14827520.0,12482248704.0,1.338,0.056,27250000000.0,4139999999.999999,7430000000.0,0.0,272138240.0,4096.0,0.0,89260032.0,0,0,2070.0,0.0
2025-11-19 03:22:29.989000082,2995.0,10.0,2553.0,0.0,14827520.0,12482248704.0,1.189,0.056,0.0,4139999999.999999,12970000000.0,0.0,204103680.0,0.0,0.0,11499339776.0,0,0,2655.0,0.0
2025-11-19 03:22:32.108000040,3260.0,10.0,2553.0,0.0,14827520.0,12482248704.0,3.622,0.056,12510000000.0,4139999999.999999,9980000000.0,0.0,0.0,0.0,0.0,178520064.0,0,0,3240.0,0.0
2025-11-19 03:22:34.207999945,3442.0,10.0,2553.0,0.0,14827520.0,12482248704.0,2.699,0.056,17720000000.0,4139999999.999999,15910000000.0,0.0,0.0,0.0,0.0,178520064.0,0,0,2928.0,0.0
2025-11-19 03:22:36.301000118,3690.0,10.0,2553.0,0.0,14827520.0,12482248704.0,2.353,0.056,21800000000.0,4139999999.999999,17880000000.0,0.0,136069120.0,2048.0,0.0,1874460672.0,0,0,3690.0,0.0
2025-11-19 03:22:38.388000011,3966.0,10.0,2553.0,0.0,14827520.0,12482248704.0,2.65,0.056,20800000000.0,4139999999.999999,14990000000.0,0.0,68034560.0,0.0,0.0,803340288.0,0,0,3960.0,0.0
2025-11-19 03:22:40.473999977,3085.0,10.0,2916.0,0.0,14827520.0,12482248704.0,2.484,0.056,17260000000.0,4139999999.999999,11010000000.0,0.0,0.0,4096.0,0.0,89260032.0,0,0,3060.0,0.0
2025-11-19 03:22:42.563999891,3497.0,10.0,2916.0,0.0,14827520.0,12482248704.0,0.784,0.056,0.0,4139999999.999999,12940000000.0,0.0,272139264.0,0.0,0.0,89260032.0,0,0,3060.0,0.0
2025-11-19 03:22:44.650000095,3788.0,10.0,2916.0,0.0,14827520.0,12482248704.0,3.673,0.056,14320000000.0,4139999999.999999,11150000000.0,0.0,272138240.0,2048.0,0.0,71303168.0,0,0,3690.0,0.0
2025-11-19 03:22:46.739000082,4047.0,10.0,2916.0,0.0,14827520.0,12482248704.0,1.993,0.056,28230000000.0,4139999999.999999,16800000000.0,0.0,272138240.0,0.0,0.0,357040128.0,0,0,4005.0,0.0
2025-11-19 03:22:48.825999975,3205.0,10.0,2875.0,0.0,14827520.0,12482248704.0,1.498,0.056,29740000000.0,4139999999.999999,15400000000.0,0.0,0.0,0.0,0.0,0.0,0,0,3195.0,0.0
2025-11-19 03:22:50.938999891,4107.0,10.0,3079.0,0.0,14827520.0,12482248704.0,1.181,0.056,0.0,4139999999.999999,10340000000.0,0.0,272138240.0,0.0,0.0,8752201728.0,0,0,2430.0,0.0
2025-11-19 03:22:53.042000055,4111.0,10.0,3079.0,0.0,14827520.0,12482248704.0,1.545,0.056,13570000000.0,4139999999.999999,11820000000.0,0.0,0.0,0.0,0.0,89260032.0,0,0,2025.0,0.0
2025-11-19 03:22:55.128000020,4116.0,10.0,3079.0,0.0,14827520.0,12482248704.0,4.032,0.056,14190000000.0,4139999999.999999,11270000000.0,0.0,0.0,0.0,0.0,357040128.0,0,0,4095.0,0.0
2025-11-19 03:22:57.226999998,3140.0,10.0,2884.0,0.0,14827520.0,12482248704.0,1.164,0.056,0.0,4139999999.999999,15670000000.0,0.0,0.0,0.0,0.0,10713235456.0,0,0,3105.0,0.0
2025-11-19 03:22:59.328999996,3494.0,10.0,2884.0,0.0,14827520.0,12482248704.0,3.463,0.056,14020000000.0,4139999999.999999,11690000000.0,0.0,68034560.0,0.0,0.0,14194180096.0,0,0,3465.0,0.0
2025-11-19 03:23:01.421999931,3755.0,10.0,2884.0,0.0,14827520.0,12482248704.0,1.895,0.056,27560000000.0,4139999999.999999,19180000000.0,0.0,68034560.0,0.0,0.0,8212447232.0,0,0,2880.0,0.0
2025-11-19 03:23:03.528000115,3948.0,10.0,2884.0,0.0,14827520.0,12482248704.0,1.94,0.056,28290000000.0,4139999999.999999,17540000000.0,0.0,272138240.0,4096.0,0.0,5266604032.0,0,0,3735.0,0.0
2025-11-19 03:23:05.615000010,4063.0,10.0,2884.0,0.0,14827520.0,12482248704.0,2.74,0.056,20610000000.0,4139999999.999999,16730000000.0,0.0,272138240.0,0.0,0.0,3373924352.0,0,0,3825.0,0.0
2025-11-19 03:23:07.704999924,3209.0,10.0,2911.0,0.0,14827520.0,12482248704.0,1.231,0.056,0.0,4139999999.999999,8870000000.0,0.0,0.0,2048.0,0.0,45744128.0,0,0,3202.0,0.0
2025-11-19 03:23:09.796000004,3582.0,10.0,2911.0,0.0,14827520.0,12482248704.0,3.871,0.056,12860000000.0,4139999999.999999,11050000000.0,0.0,272138240.0,0.0,0.0,6158942208.0,0,0,2610.0,0.0
2025-11-19 03:23:11.888000011,3840.0,10.0,2911.0,0.0,14827520.0,12482248704.0,2.955,0.056,18060000000.0,4139999999.999999,12930000000.0,0.0,272138240.0,0.0,0.0,3112566784.0,0,0,3825.0,0.0
2025-11-19 03:23:13.980999947,4048.0,10.0,2911.0,0.0,14827520.0,12482248704.0,4.279,0.056,13150000000.0,4139999999.999999,9690000000.0,0.0,0.0,0.0,0.0,1606680576.0,0,0,4005.0,0.0
